Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R2","100k","R_0603_1608Metric",97.831600,-131.864200,0.000000,top
"R2","100k","R_0603_1608Metric",156.234800,-62.051000,0.000000,top
"R2","100k","R_0603_1608Metric",140.765200,-118.575400,180.000000,top
"R2","100k","R_0603_1608Metric",156.234800,-201.677400,0.000000,top
"R2","100k","R_0603_1608Metric",140.765200,-48.762200,180.000000,top
"R2","100k","R_0603_1608Metric",97.831600,-62.051000,0.000000,top
"R2","100k","R_0603_1608Metric",199.168400,-188.388600,180.000000,top
"R3","100k","R_0603_1608Metric",97.831600,-207.265400,0.000000,top
"R3","100k","R_0603_1608Metric",156.234800,-207.265400,0.000000,top
"R3","100k","R_0603_1608Metric",199.168400,-182.800600,180.000000,top
"R3","100k","R_0603_1608Metric",140.765200,-182.800600,180.000000,top
"R3","100k","R_0603_1608Metric",199.168400,-112.987400,180.000000,top
"R3","100k","R_0603_1608Metric",156.234800,-67.639000,0.000000,top
"R3","100k","R_0603_1608Metric",97.831600,-67.639000,0.000000,top
"R3","100k","R_0603_1608Metric",140.765200,-112.987400,180.000000,top
"R3","100k","R_0603_1608Metric",97.831600,-137.452200,0.000000,top
"R3","100k","R_0603_1608Metric",140.765200,-43.174200,180.000000,top
"R3","100k","R_0603_1608Metric",156.234800,-137.452200,0.000000,top
"R3","100k","R_0603_1608Metric",199.168400,-43.174200,180.000000,top
"R4","1k","R_0603_1608Metric",156.234800,-65.861000,0.000000,top
"R4","1k","R_0603_1608Metric",97.831600,-65.861000,0.000000,top
"R4","1k","R_0603_1608Metric",140.765200,-184.578600,180.000000,top
"R4","1k","R_0603_1608Metric",156.234800,-135.674200,0.000000,top
"R4","1k","R_0603_1608Metric",140.765200,-44.952200,180.000000,top
"R4","1k","R_0603_1608Metric",140.765200,-114.765400,180.000000,top
"R4","1k","R_0603_1608Metric",156.234800,-205.487400,0.000000,top
"R4","1k","R_0603_1608Metric",199.168400,-114.765400,180.000000,top
"R4","1k","R_0603_1608Metric",97.831600,-135.674200,0.000000,top
"R4","1k","R_0603_1608Metric",199.168400,-44.952200,180.000000,top
"R4","1k","R_0603_1608Metric",97.831600,-205.487400,0.000000,top
"R4","1k","R_0603_1608Metric",199.168400,-184.578600,180.000000,top
"R5","1k","R_0603_1608Metric",170.458800,-134.632200,180.000000,top
"R5","1k","R_0603_1608Metric",184.944400,-185.620600,0.000000,top
"R5","1k","R_0603_1608Metric",170.458800,-64.819000,180.000000,top
"R5","1k","R_0603_1608Metric",126.541200,-45.994200,0.000000,top
"R5","1k","R_0603_1608Metric",184.944400,-45.994200,0.000000,top
"R5","1k","R_0603_1608Metric",112.055600,-134.632200,180.000000,top
"R5","1k","R_0603_1608Metric",184.944400,-115.807400,0.000000,top
"R5","1k","R_0603_1608Metric",112.055600,-204.445400,180.000000,top
"R5","1k","R_0603_1608Metric",126.541200,-185.620600,0.000000,top
"R5","1k","R_0603_1608Metric",112.055600,-64.819000,180.000000,top
"R5","1k","R_0603_1608Metric",126.541200,-115.807400,0.000000,top
"R5","1k","R_0603_1608Metric",170.458800,-204.445400,180.000000,top
"R6","1k","R_0603_1608Metric",184.944400,-47.744200,0.000000,top
"R6","1k","R_0603_1608Metric",170.458800,-63.069000,180.000000,top
"R6","1k","R_0603_1608Metric",112.055600,-202.695400,180.000000,top
"R6","1k","R_0603_1608Metric",184.944400,-117.557400,0.000000,top
"R6","1k","R_0603_1608Metric",112.055600,-63.069000,180.000000,top
"R6","1k","R_0603_1608Metric",170.458800,-202.695400,180.000000,top
"R6","1k","R_0603_1608Metric",126.541200,-117.557400,0.000000,top
"R6","1k","R_0603_1608Metric",126.541200,-187.370600,0.000000,top
"R6","1k","R_0603_1608Metric",184.944400,-187.370600,0.000000,top
"R6","1k","R_0603_1608Metric",126.541200,-47.744200,0.000000,top
"R6","1k","R_0603_1608Metric",170.458800,-132.882200,180.000000,top
"R6","1k","R_0603_1608Metric",112.055600,-132.882200,180.000000,top
"R7","1k","R_0603_1608Metric",126.541200,-189.150600,0.000000,top
"R7","1k","R_0603_1608Metric",170.458800,-131.102200,180.000000,top
"R7","1k","R_0603_1608Metric",126.541200,-119.337400,0.000000,top
"R7","1k","R_0603_1608Metric",126.541200,-49.524200,0.000000,top
"R7","1k","R_0603_1608Metric",184.944400,-119.337400,0.000000,top
"R7","1k","R_0603_1608Metric",112.055600,-61.289000,180.000000,top
"R7","1k","R_0603_1608Metric",112.055600,-200.915400,180.000000,top
"R7","1k","R_0603_1608Metric",184.944400,-189.150600,0.000000,top
"R7","1k","R_0603_1608Metric",170.458800,-61.289000,180.000000,top
"R7","1k","R_0603_1608Metric",170.458800,-200.915400,180.000000,top
"R7","1k","R_0603_1608Metric",112.055600,-131.102200,180.000000,top
"R7","1k","R_0603_1608Metric",184.944400,-49.524200,0.000000,top
"R8","1k","R_0603_1608Metric",156.234800,-139.230200,0.000000,top
"R8","1k","R_0603_1608Metric",97.831600,-209.043400,0.000000,top
"R8","1k","R_0603_1608Metric",97.831600,-139.230200,0.000000,top
